answer,question
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",who sings the song ask me how i know
"[""Bill Medley"",""Jennifer Warnes""]",when did california become a territory of the united states
"[""NBC""]",who has played jack abbott on the young and the restless
"[""Javier Colon""]",who won the 2017 mayoral election in nyc
"[""8 July 2000""]",what episode does charlie come back in saving hope
"[""February 14, 2016""]",when was the three point shot added to basketball
"[""32""]",who played carrie in days of our lives
"[""32""]",how many episodes are there of prisoner cell block h
"[""PewDiePie""]",what is the meaning of national heroes day
"[""2012""]",when does star trek discovery season two start
"[""Spanish""]",who has got the most subscribers on youtube 2018
"[""312""]",who sits on the woolsack in the house of lords
"[""Sam Manekshaw""]",who won the rugby 7 in las vegas
"[""Sykes""]",who wins americas next top model season 18
"[""1982""]",during diagenesis the sediments may undergo ___ changes
"[""18""]",when does season 2 of a series of unfortunate events come out
"[""Spanish""]",who wrote the song easy to be hard
"[""Jonathan Richman""]",when did iowa state college become iowa state university
"[""9""]",what year was the future in back to the future
"[""1980""]",where do you find pepsin in the body
"[""Marvin Gaye""]",who sang does he love you like he loves me
"[""Jonathan Richman""]",who is the head of government in morocco
"[""1967""]",when was the last time the capitals won the cup
"[""1962""]",who sang vocals on wish you were here
"[""William Strickland""]",when did the song jar of hearts come out
"[""August 21, 2017""]",when was the last time a magician won agt
"[""Season 4, Episode 8""]",what is the growth rate of indian economy
"[""Eddie Cantor's radio show""]",when did harry potter and the deathly hallows book come out
"[""Betsy Sodaro""]",how many episodes of big brother season 20 have aired
"[""Marvin Gaye""]",when did the british first arrived in north america
"[""September 12, 2006""]",where did an apple a day come from
"[""115 years, 301 days""]",who is the actor in kevin probably saves the world
"[""eastward, in prograde motion""]",who are the las vegas 51s affiliated with
"[""Miguel Cabrera""]",when did spain change their currency to the euro
"[""the ice cap polar climate""]",when does nba regular season start in 2018
"[""2017""]",when is season 5 of steven universe coming out
"[""October 13, 2017""]",what is the theme song to the munsters
"[""5,000 to 1""]",how many seats ppp have in national assembly
"[""August 31, 2010""]",when does dna replication occur during the eukaryotic cell cycle
"[""Kevin Phillips""]",what is the largest county in population in tennessee
"[""1988""]",who sang the theme song for the brady bunch
"[""Flag Day in 1954""]",what is the zip code for san luis potosi mexico
"[""Belgium""]",when did the great white shark first appear
"[""8 July 2000""]",when new delhi become the capital of india
"[""312""]",who sang i was kaiser bill's batman
"["", r""]",who is in charge when the president dies
"[""1984""]",who wrote we are family by sister sledge
"[""312""]",who wrote the first 5 book of the bible
"[""1980""]",who sings the song never be the same
"[""2017""]",when was gold discovered in the klondike region of the yukon
"[""Robin Sharma""]",who is the son of lord krishna n rukmini
"[""Enoch Sontonga"",""C. J. Langenhoven""]",where was three coins in the fountain filmed
"[""12""]",who plays coby in packed to the rafters
"[""Enoch Sontonga"",""C. J. Langenhoven""]",how far is victoria tx from the beach
"[""August 16, 1896""]",who did the new england patriots play this year
"[""1962""]",who played the cowboy in the indian in the cupboard
"[""three or four""]",where are black mambas found in south africa
"[""six""]",who organized the elements in a periodic table for the first time where was he from
"[""Big & Rich""]",how many hours in a uk working day
"[""Sam Elliott""]",who died in real life from sons of anarchy
"[""cut the South in two""]",who lies between rashtrapati bhavan and india gate
"[""video editing""]",who wrote the song someone to remember me
"[""2015""]",how often do we have a census in the uk
"[""April 9, 2018""]",who played the beast in the live-action beauty and the beast
"[""eastward, in prograde motion""]",what is the first episode of wild kratts
"[""18""]",who has more ncaa championships duke or unc
"[""July 16, 2017""]",which subdivision of the pharynx is located directly behind the oral cavity
"[""Liverpool""]",who plays the original gina in coronation street
"[""20""]",who is related to the rock in wwe
"[""1981""]",what was the codename for the persian gulf war
"[""Molt Taylor""]",who plays max in when we first met
"[""Jess Walton""]",when does hold the dark come out on netflix
"[""\""Journey's End\""""]",who is the director for the price is right
"[""July 16, 2017""]",who played frankie on days of our lives
"[""July 16, 2017""]",when did the british take over cape colony
"[""in 2018""]",when did the dutch go to south africa
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",when do red tail hawks leave the nest
"[""115 years, 301 days""]",where will the final of the champions league be played
"[""Jason Michael Lee""]",where does chyme go after it leaves the stomach
"[""1.000""]",when does the man from uncle take place
"[""cut the South in two""]",when did old man harrison from pawn stars die
"[""Bill Russell""]",what do you call a samurai without master
"[""December 15, 2017""]",who takes care of animals in a zoo
"[""1982""]",which is the capital city of sri lanka
"[""India""]",when is chapter 5 of agent a coming out
"[""1984""]",who played the boy in river of no return
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who won the bafta award for best director in 2008
"[""12""]",the large blood vessel that carries blood away from heart
"[""Jason Michael Lee""]",when does star trek discovery season two start
"[""July 16, 2017""]",who is the servant through whom allah provided the quran
"[""Samuel Beckett""]",who saved cooper and rachel at the river
"[""1974""]",where is lake victoria on a world map
"[""Marvin Gaye""]",who is running for governor in the state of oregon
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",when does fairy tail dragon cry come out in canada
"[""Big & Rich""]",when did conan stop writing for the simpsons
"[""Bill Medley"",""Jennifer Warnes""]",when did florida become a part of the united states
"[""Spectre""]",when did dvd players come out in the us
"[""Nathan Mack""]",who played major kira on deep space nine
"[""Emmanuel Macron""]",when did the tv show full house start
"[""John Masefield""]",which phrase describes the movement of the continents
"[""Dr. Lexie Grey""]",who is the voice for clifford the big red dog
"[""Zone Improvement Plan""]",when was the first gold dollar coin made
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",where is the big brother house located in south africa
"[""three or four""]",the inferior portion of the pharynx which extends from the epiglottis to the esophagus is the
"[""August 31, 2010""]",who is the managing director of hdfc bank
"[""1984""]",when did the us start trade with china
"[""5,000 to 1""]",what year did the movie traffic come out
"[""Nathan Mack""]",what exit is cave city ky on i 65
"[""20""]",where does the saying dressed to the nines come from
"[""the ice cap polar climate""]",when are new episodes of flash coming out
"[""Eli Marienthal""]",who is running for governor in the state of oregon
"[""October 19, 2017""]",difference between bid and offer in stock market
"[""Cambridge""]",who is playing alfs wife martha in home and away
"[""fertilization""]",where do springs form with respect to the water table
"[""Season 4, Episode 8""]",the sebaceous glands are part of what system
"[""China""]",what happened to the little boy from bronx tale
"[""fertilization""]",where was season two of american grit filmed
"[""1962""]",who played freddy eynsford hill in my fair lady
"[""May 1999""]",who was put in the lion's den in the bible
"[""1981""]",legends of the fall where was it filmed
"[""rose window""]",where do they have huts on the water
"[""Esther Williams"",""Ricardo Montalban""]",who was responsible for the home invasions on sons of anarchy
"[""Australia""]",where did they film battle of the network stars
"[""Kevin Phillips""]",how many buffalo wild wings are in the us
"[""1890""]",who has highest net worth in the world
"[""Australia""]",what type of magma formed at mid-ocean ridges
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",what episode does fairy tail win the grand magic games
"[""July 16, 2017""]",when was model secondary school for the deaf founded
"[""Spanish""]",what is the name of governor of abia state
"[""Men in Black""]",when did new york giants move to san francisco
"[""1890""]",darwin finches refers to a group of which creature
