hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
Pack pre-made henna mixture into an eye dropper. Squeeze the eye dropper into the pattern desired.	Pack a pre-made henna mixture into a rolled up piece of wrapping paper so that it doesn't stick. Cut one end of the paper and lightly squeeze so that the dye comes out of the cut end. Squeeze into desired pattern.	How to apply Mehendi Henna dye to skin
Obtain a pair of post hole diggers. This tool is designed specifically for the task, and will enable you to do the job in the least time with minimum effort.	Obtain a pair of post goal's. This tool is designed specifically for the task, and will enable you to do the job in the least time with minimum effort.	How to dig post holes.
became embarrased when the  foil found out the truth 	tore a big hole in the  foil paper 	fist
Add black beans directly on soil.	Add coffee grounds directly on soil.	Make plant fertilizer.
You should let the patties rest for 5 minutes before assembling the burger	You should let the patties rest for 5 hours before assembling the burger	How long should I let hamburger patties rest after grilling?
Remember in your head everything you eat for each meal throughout the week.	Write down everything you eat for each meal throughout the week.	How to Transform Your Body
Peel the skin off the chicken thigh using your fingers.Trim the excess yellow fat from the thigh with a paring knife. Flip over the thigh so that the rough side is up and locate the single bone that runs through it. Using the tip of the knife, score a line through the meat along the width of the bone. Expose the top of the bone by using the tip of your knife in short, flicking motions. Grasp one end of the bone with your non-knife hand (a little piece of paper towel can help if it's very slippery), then using the base of your knife, scrap the meat off of the bone in short, firm flicks. Separate the end of the bone completely from the meat. Trim away any gristle or bits of bone or cartilage that may have remained on the meat.	Peel the skin off the chicken thigh using your fingers.Trim the excess yellow fat from the thigh with a paring knife. Flip over the thigh so that the rough side is up and locate the single bone that runs through it. Using the tip of the knife, score a line through the meat along the length of the bone. Expose the top of the bone by using the tip of your knife in short, flicking motions. Grasp one end of the bone with your non-knife hand (a little piece of paper towel can help if it's very slippery), then using the base of your knife, scrap the meat off of the bone in short, firm flicks. Separate the end of the bone completely from the meat. Trim away any gristle or bits of bone or cartilage that may have remained on the meat.	To bone a chicken thigh
Add ramekins to a cooking sheet	Add ramekins to a bowl	To make moving the ramekins in and out of the over
Spray the mold with compressed air to remove all dust from the mold	Spray the mold with pressurized water to remove all dust from the mold	To remove dust from a silicone mold, you can
Pick up the remote and point it away from the TV. Push the power button. If it doesn't turn on, try moving away from the TV or aiming in a slightly different direction, and push the power button again.	Pick up the remote and point it at the TV. Push the power button. If it doesn't turn on, try moving closer to the TV or aiming in a slightly different direction, and push the power button again.	How to turn on a tv with a remote
Separate whites from all other colors of laundry. Pre-treat them by sponging the stains with hydrogen peroxide about an hour before washing.	Separate whites from all other colors of laundry. Pre-treat them by spraying the stains with hydrogen peroxide about an hour before washing.	How do I keep my towels white?
Take old green army men and heat them slowly in a pot until they have completely melted.	Take old green army men and heat them slowly with a blowtorch until they have completely melted.	How do you obtain green molding plastic from old toys?
can be done with a  potholder 	can be done with a  fingernail 	crossing out
Centaurus constellation is located in the southern hemisphere. It is one of the Greek constellations. Centaurus is one of the largest constellations in the sky. It represents the centaur, the half man, half horse creature in Greek mythology.	Centaurus constellation is located in the Northern hemisphere. It is one of the Greek constellations. Centaurus is one of the largest constellations in the sky. It represents the centaur, the half man, half horse creature in Greek mythology.	where is the constellation Centaraus located
can scoop books 	can scoop mattresses  	hands
Cygnus the Swan is easy to find as it flies south and north along the path of the Milky Way. It is easiest to spot by looking straight up and looking for the three brightest stars forming what is known as the Summer Triangle. The bright star in the lower left of this triangle is Deneb, the tail of the swan.	Cygnus the Swan is easy to find as it flies south along the path of the Milky Way. It is easiest to spot by looking straight up and looking for the three brightest stars forming what is known as the Summer Triangle. The bright star in the lower left of this triangle is Deneb, the tail of the swan.	how do I find the Cygnus constellation
put baking soda, and essential in a jar, poke holes in a lid and display	put lime jello in molds, with lemon and lime peels. freeze, and place in the soap dish	decorative air freshener
protects the feet from cold	protects the leg from cold	Shoe
mix up 2 liters boiling water and 2 tablespoons Vicks vaporub until combined. Freeze overnight and place in the bottom of the shower. They will steam up giving you relief from clogged noses and ears	mix up 2 liters boiling water and 2 tablespoons Vicks vaporub until combined. Freeze overnight and place in the bottom of the sink. They will steam up giving you relief from clogged noses and ears	To relieve clogged noses and ears
can protect  x ray tech. from invisible rays	can protect  invisible men from invisible rays	nothing
Allow the cookies to cool for 5 mins prior to moving them	Allow the cookies to bake for 5 more mins prior to moving them	To transfer the cowboy cookies to a wire rack after cookie
do it in a very quick and short amount of time.	do it in a slow and long amount of time.	how do you rush to do something?
Tilt your head side to side and you will go away.	Tilt your head side to side and it will go away.	Getting nauseous from reading in a car?
Lift the wipers up until they are in the standing position above the windshield.  Then using a shovel remove all the snow from the windshield, return wipers to lower position on the windshield.	Lift the wipers up until they are in the standing position above the windshield.  Then using a broom remove all the snow from the windshield, return wipers to lower position on the windshield.	To clean a car windshield covered in snow.
