id,question,choices,answerKey
813,The surface of a heated metal object measures 120°C. It is dropped into a bucket filled with water measuring 10°C. Which of the following is most likely to occur?,813,A
814,Earth rotates on its north-south axis. Which statement best describes one complete rotation?,814,B
815,"Which scientist studied biology by traveling by ship to different islands observing animal life, and developed a hypothesis about how species change?",815,B
816,The surface of the Moon is covered with craters. Most of these craters were formed by,816,D
817,"If its food supply in a field decreases, the mouse population in that field will probably",817,B
818,Paco throws a ball. What force pulls the ball down toward the ground?,818,C
819,A scientist needs to take a picture of the well-ordered arrangements of the atoms and molecules within a substance. Which of the following instruments would be best for the scientist to use?,819,B
820,How has the invention of the personal computer helped people the most?,820,A
821,"When liquid water freezes, it forms ice. What is the physical state of an ice cube?",821,A
822,All living things need energy to survive. What is the primary source of energy for all living things?,822,D
823,Which characteristic is not an inherited trait?,823,C
824,Vein deposits of gold and silver are often formed in areas that have experienced which geologic process?,824,3
825,Which part of the electromagnetic spectrum can humans sense without using equipment or technology?,825,C
826,What happens at the boiling point of a substance?,826,B
827,Moving water in a river is considered a renewable resource because it,827,D
828,Helen is preparing a presentation about objects in the solar system. She includes facts about the order of the planets and their distances from the Sun. Which statement could she include in an accurate presentation?,828,A
829,Which of these BEST describes the way a feather feels?,829,D
830,Which unit can be used to describe an object's length?,830,B
831,Which characteristic can an amoeba change that a paramecium cannot change?,831,A
832,"Which of these are broken down during chemical, but not physical, changes?",832,B
833,What can cause a moving object to increase its speed in a forward direction?,833,B
834,Smoking harms the body in many ways. It is most harmful to which organ?,834,C
835,"For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process, which of the following should be Kyle's next step?",835,D
836,The temperature in a hot star is high enough to pull electrons away from atoms. What state of matter results from this process?,836,B
837,Before it rains water must collect in,837,B
838,Onions can reproduce from bulbs. One parent bulb generates daughter bulbs with duplicate genetic information. Which is the most likely advantage of this kind of reproduction?,838,B
